date,rank,team,points
25 October 2018,155,New Caledonia,1032
25 October 2018,156,Mauritius,1022
25 October 2018,157,Kuwait,1020
25 October 2018,157,Tahiti,1020
25 October 2018,159,South Sudan,1005
25 October 2018,160,Indonesia,1004
25 October 2018,161,Nepal,1001
25 October 2018,162,Vanuatu,1000
25 October 2018,162,Barbados,1000
25 October 2018,164,Belize,995
25 October 2018,165,Singapore,991
25 October 2018,166,Papua New Guinea,984
25 October 2018,167,Fiji,981
25 October 2018,168,St. Lucia,977
25 October 2018,169,Malaysia,974
25 October 2018,170,Cambodia,973
25 October 2018,171,Moldova,969
25 October 2018,172,Grenada,968
25 October 2018,173,Gambia,967
25 October 2018,174,Chad,956
25 October 2018,175,St. Vincent / Grenadines,955
25 October 2018,175,Puerto Rico,955
25 October 2018,177,Cuba,954
25 October 2018,178,Dominica,950
25 October 2018,179,Guyana,943
25 October 2018,180,Bermuda,940
25 October 2018,181,Laos,937
25 October 2018,182,Liechtenstein,936
25 October 2018,183,Malta,927
25 October 2018,184,Macau,925
25 October 2018,185,Aruba,924
25 October 2018,186,Mongolia,923
25 October 2018,187,Sao Tome e Principe,920
25 October 2018,188,Bhutan,917
25 October 2018,188,Seychelles,917
25 October 2018,190,Gibraltar,911
25 October 2018,191,Timor-Leste,910
25 October 2018,192,Cook Islands,908
25 October 2018,192,American Samoa,908
25 October 2018,194,Guam,907
25 October 2018,194,Bangladesh,907
25 October 2018,196,Brunei Darussalam,903
25 October 2018,197,Djibouti,896
25 October 2018,197,Samoa,896
25 October 2018,199,Pakistan,890
25 October 2018,200,US Virgin Islands,887
25 October 2018,201,Sri Lanka,886
25 October 2018,202,Montserrat,879
25 October 2018,203,Cayman Islands,873
25 October 2018,204,Tonga,868
25 October 2018,204,Eritrea,868
25 October 2018,204,Somalia,868
25 October 2018,207,British Virgin Islands,867
25 October 2018,208,Anguilla,864
25 October 2018,209,San Marino,862
25 October 2018,210,Bahamas,858
25 October 2018,211,Turks and Caicos Islands,855
29 November 2018,1,Belgium,1727
29 November 2018,2,France,1726
29 November 2018,3,Brazil,1676
29 November 2018,4,Croatia,1634
29 November 2018,5,England,1631
29 November 2018,6,Portugal,1614
29 November 2018,7,Uruguay,1609
29 November 2018,8,Switzerland,1599
29 November 2018,9,Spain,1591
29 November 2018,10,Denmark,1589
29 November 2018,11,Argentina,1582
29 November 2018,12,Colombia,1575
29 November 2018,13,Chile,1565
29 November 2018,14,Sweden,1560
29 November 2018,14,Netherlands,1560
29 November 2018,16,Germany,1558
29 November 2018,17,Mexico,1540
29 November 2018,18,Italy,1539
29 November 2018,19,Wales,1525
29 November 2018,20,Poland,1518
29 November 2018,20,Peru,1518
29 November 2018,22,Austria,1509
29 November 2018,23,Senegal,1505
29 November 2018,24,Romania,1501
29 November 2018,25,USA,1497
29 November 2018,26,Tunisia,1493
29 November 2018,27,Slovakia,1483
29 November 2018,28,Ukraine,1482
29 November 2018,29,IR Iran,1481
29 November 2018,29,Serbia,1481
29 November 2018,31,Venezuela,1478
29 November 2018,32,Paraguay,1476
29 November 2018,33,Republic of Ireland,1474
29 November 2018,34,Bosnia and Herzegovina,1472
29 November 2018,35,Northern Ireland,1465
29 November 2018,36,Costa Rica,1464
29 November 2018,37,Iceland,1452
29 November 2018,38,Scotland,1446
29 November 2018,39,Turkey,1443
29 November 2018,40,Morocco,1440
29 November 2018,41,Australia,1436
29 November 2018,42,Czech Republic,1435
29 November 2018,43,Greece,1428
29 November 2018,44,Nigeria,1427
29 November 2018,44,Montenegro,1427
29 November 2018,46,Bulgaria,1425
29 November 2018,46,Norway,1425
29 November 2018,48,Russia,1424
29 November 2018,49,Congo DR,1420
29 November 2018,50,Japan,1414
29 November 2018,51,Hungary,1412
29 November 2018,51,Ghana,1412
29 November 2018,53,Korea Republic,1405
29 November 2018,54,Jamaica,1404
29 November 2018,55,Cameroon,1394
29 November 2018,56,Egypt,1393
29 November 2018,57,Ecuador,1382
29 November 2018,58,Finland,1378
29 November 2018,59,Bolivia,1374
29 November 2018,60,Albania,1372
29 November 2018,61,Burkina Faso,1371
29 November 2018,62,Slovenia,1369
29 November 2018,62,Honduras,1369
29 November 2018,64,Mali,1363
29 November 2018,65,Côte d'Ivoire,1356
29 November 2018,66,Guinea,1354
29 November 2018,67,Algeria,1347
29 November 2018,68,FYR Macedonia,1343
29 November 2018,69,Saudi Arabia,1335
29 November 2018,70,El Salvador,1327
29 November 2018,71,Panama,1326
29 November 2018,72,Cape Verde Islands,1325
29 November 2018,72,South Africa,1325
29 November 2018,74,Syria,1322
29 November 2018,75,Uganda,1320
29 November 2018,76,China PR,1317
29 November 2018,76,Belarus,1317
29 November 2018,78,Canada,1314
29 November 2018,79,United Arab Emirates,1309
29 November 2018,80,Curacao,1306
29 November 2018,81,Lebanon,1296
29 November 2018,82,Zambia,1292
29 November 2018,83,Oman,1291
29 November 2018,84,Congo,1280
29 November 2018,85,Gabon,1277
29 November 2018,86,Luxembourg,1276
29 November 2018,86,Cyprus,1276
29 November 2018,88,Iraq,1271
29 November 2018,89,Georgia,1269
29 November 2018,90,Israel,1265
29 November 2018,91,Kyrgyz Republic,1264
29 November 2018,92,Trinidad and Tobago,1260
29 November 2018,93,Qatar,1258
29 November 2018,94,Benin,1257
29 November 2018,95,Uzbekistan,1251
29 November 2018,96,Estonia,1242
29 November 2018,97,India,1240
29 November 2018,98,Faroe Islands,1238
29 November 2018,99,Palestine,1236
29 November 2018,100,Vietnam,1224
29 November 2018,101,Mauritania,1222
29 November 2018,101,Armenia,1222
29 November 2018,103,Haiti,1219
29 November 2018,104,Libya,1217
29 November 2018,105,Kenya,1210
29 November 2018,106,Madagascar,1209
29 November 2018,107,Azerbaijan,1206
29 November 2018,108,Niger,1205
29 November 2018,109,Korea DPR,1196
29 November 2018,109,Jordan,1196
29 November 2018,111,Namibia,1191
29 November 2018,112,Central African Republic,1180
29 November 2018,113,Bahrain,1178
29 November 2018,114,Philippines,1176
29 November 2018,115,Zimbabwe,1175
29 November 2018,116,Sierra Leone,1172
29 November 2018,117,Mozambique,1167
29 November 2018,118,Tajikistan,1161
29 November 2018,118,Thailand,1161
29 November 2018,120,Kazakhstan,1159
29 November 2018,121,Guinea-Bissau,1158
29 November 2018,122,New Zealand,1157
29 November 2018,123,Togo,1136
29 November 2018,124,Chinese Taipei,1134
29 November 2018,125,Angola,1131
29 November 2018,126,Antigua and Barbuda,1126
29 November 2018,127,Sudan,1120
29 November 2018,127,Turkmenistan,1120
29 November 2018,129,Nicaragua,1119
29 November 2018,130,Malawi,1115
29 November 2018,131,Kosovo,1113
29 November 2018,132,Latvia,1112
29 November 2018,133,Andorra,1111
29 November 2018,133,Lithuania,1111
29 November 2018,135,Yemen,1106
29 November 2018,136,St. Kitts and Nevis,1105
29 November 2018,137,Rwanda,1094
29 November 2018,138,Tanzania,1087
29 November 2018,139,Myanmar,1085
29 November 2018,139,Burundi,1085
29 November 2018,141,Hong Kong,1078
29 November 2018,141,Swaziland,1078
29 November 2018,143,Comoros,1076
29 November 2018,144,Solomon Islands,1073
29 November 2018,145,Botswana,1071
29 November 2018,146,Lesotho,1069
29 November 2018,147,Afghanistan,1068
29 November 2018,148,Equatorial Guinea,1063
29 November 2018,149,Guatemala,1061
29 November 2018,150,Liberia,1051
29 November 2018,151,Ethiopia,1049
29 November 2018,152,Maldives,1046
29 November 2018,153,Suriname,1037
29 November 2018,154,New Caledonia,1036
29 November 2018,154,Dominican Republic,1036
29 November 2018,156,Mauritius,1022
29 November 2018,157,Tahiti,1020
29 November 2018,158,Kuwait,1018
29 November 2018,159,Barbados,1005
29 November 2018,160,Indonesia,1003
29 November 2018,161,Belize,1002
29 November 2018,162,Nepal,1001
29 November 2018,163,Vanuatu,996
29 November 2018,164,South Sudan,994
29 November 2018,165,Singapore,991
29 November 2018,166,Gambia,986
29 November 2018,167,Malaysia,984
29 November 2018,167,Papua New Guinea,984
29 November 2018,169,Fiji,981
29 November 2018,170,Moldova,979
29 November 2018,171,St. Lucia,976
29 November 2018,172,Cambodia,970
29 November 2018,173,Grenada,968
29 November 2018,174,Cuba,963
29 November 2018,175,Chad,956
29 November 2018,176,Bermuda,952
29 November 2018,177,Dominica,950
29 November 2018,178,Puerto Rico,948
29 November 2018,179,St. Vincent / Grenadines,946
29 November 2018,180,Guyana,943
29 November 2018,181,Liechtenstein,937
29 November 2018,182,Malta,926
29 November 2018,183,Macau,925
29 November 2018,184,Laos,923
29 November 2018,185,Sao Tome e Principe,920
29 November 2018,186,Bhutan,917
29 November 2018,187,Aruba,916
29 November 2018,188,Mongolia,915
29 November 2018,189,Seychelles,911
29 November 2018,190,Cook Islands,908
29 November 2018,190,American Samoa,908
29 November 2018,192,Guam,907
29 November 2018,192,Bangladesh,907
29 November 2018,194,Gibraltar,905
29 November 2018,195,Brunei Darussalam,903
29 November 2018,196,Timor-Leste,900
29 November 2018,197,Samoa,896
29 November 2018,197,Djibouti,896
29 November 2018,199,Pakistan,888
29 November 2018,200,Montserrat,887
29 November 2018,201,Sri Lanka,886
29 November 2018,202,US Virgin Islands,881
29 November 2018,203,Cayman Islands,874
29 November 2018,204,Tonga,868
29 November 2018,204,Eritrea,868
29 November 2018,204,Somalia,868
29 November 2018,207,British Virgin Islands,867
29 November 2018,208,Turks and Caicos Islands,864
29 November 2018,208,Anguilla,864
29 November 2018,210,Bahamas,858
29 November 2018,211,San Marino,854
20 December 2018,1,Belgium,1727
20 December 2018,2,France,1726
20 December 2018,3,Brazil,1676
20 December 2018,4,Croatia,1634
20 December 2018,5,England,1631
20 December 2018,6,Portugal,1614
20 December 2018,7,Uruguay,1609
20 December 2018,8,Switzerland,1599
20 December 2018,9,Spain,1591
20 December 2018,10,Denmark,1589
20 December 2018,11,Argentina,1582
20 December 2018,12,Colombia,1575
20 December 2018,13,Chile,1565
20 December 2018,14,Sweden,1560
20 December 2018,14,Netherlands,1560
20 December 2018,16,Germany,1558
20 December 2018,17,Mexico,1540
20 December 2018,18,Italy,1539
20 December 2018,19,Wales,1525
20 December 2018,20,Poland,1518
20 December 2018,20,Peru,1518
20 December 2018,22,Austria,1509
20 December 2018,23,Senegal,1505
20 December 2018,24,Romania,1501
20 December 2018,25,USA,1497
20 December 2018,26,Tunisia,1493
20 December 2018,27,Slovakia,1483
20 December 2018,28,Ukraine,1482
20 December 2018,29,Serbia,1481
20 December 2018,29,IR Iran,1481
20 December 2018,31,Venezuela,1478
20 December 2018,32,Paraguay,1476
20 December 2018,33,Republic of Ireland,1474
20 December 2018,34,Bosnia and Herzegovina,1472
20 December 2018,35,Northern Ireland,1465
20 December 2018,36,Costa Rica,1464
20 December 2018,37,Iceland,1452
20 December 2018,38,Scotland,1446
20 December 2018,39,Turkey,1443
20 December 2018,40,Morocco,1440
20 December 2018,41,Australia,1436
20 December 2018,42,Czech Republic,1435
20 December 2018,43,Greece,1428
20 December 2018,44,Nigeria,1427
20 December 2018,44,Montenegro,1427
20 December 2018,46,Bulgaria,1425
20 December 2018,46,Norway,1425
20 December 2018,48,Russia,1424
20 December 2018,49,Congo DR,1420
20 December 2018,50,Japan,1414
20 December 2018,51,Hungary,1412
20 December 2018,51,Ghana,1412
20 December 2018,53,Korea Republic,1405
20 December 2018,54,Jamaica,1404
20 December 2018,55,Cameroon,1394
20 December 2018,56,Egypt,1393
20 December 2018,57,Ecuador,1382
20 December 2018,58,Finland,1378
20 December 2018,59,Bolivia,1374
20 December 2018,60,Albania,1372
20 December 2018,61,Burkina Faso,1371
20 December 2018,62,Slovenia,1369
20 December 2018,62,Honduras,1369
20 December 2018,64,Mali,1363
20 December 2018,65,Côte d'Ivoire,1356
20 December 2018,66,Guinea,1354
20 December 2018,67,Algeria,1347
20 December 2018,68,FYR Macedonia,1343
20 December 2018,69,Saudi Arabia,1335
20 December 2018,70,El Salvador,1327
20 December 2018,71,Panama,1326
20 December 2018,72,South Africa,1325
20 December 2018,72,Cape Verde Islands,1325
20 December 2018,74,Syria,1322
20 December 2018,75,Uganda,1320
20 December 2018,76,Belarus,1317
20 December 2018,76,China PR,1317
20 December 2018,78,Canada,1314
20 December 2018,79,United Arab Emirates,1309
20 December 2018,80,Curacao,1306
20 December 2018,81,Lebanon,1296
20 December 2018,82,Oman,1295
20 December 2018,83,Zambia,1292
20 December 2018,84,Congo,1280
20 December 2018,85,Gabon,1277
20 December 2018,86,Luxembourg,1276
20 December 2018,86,Cyprus,1276
20 December 2018,88,Iraq,1271
20 December 2018,89,Georgia,1269
20 December 2018,90,Israel,1265
20 December 2018,91,Kyrgyz Republic,1264
20 December 2018,92,Trinidad and Tobago,1260
20 December 2018,93,Qatar,1258
20 December 2018,94,Benin,1257
20 December 2018,95,Uzbekistan,1251
20 December 2018,96,Estonia,1242
20 December 2018,97,India,1240
20 December 2018,98,Faroe Islands,1238
20 December 2018,99,Palestine,1236
20 December 2018,100,Vietnam,1229
20 December 2018,101,Mauritania,1222
20 December 2018,101,Armenia,1222
20 December 2018,103,Haiti,1219
20 December 2018,104,Libya,1217
20 December 2018,105,Kenya,1210
20 December 2018,106,Madagascar,1209
20 December 2018,107,Azerbaijan,1206
20 December 2018,108,Niger,1205
20 December 2018,109,Korea DPR,1196
20 December 2018,109,Jordan,1196
20 December 2018,111,Namibia,1191
20 December 2018,112,Central African Republic,1180
20 December 2018,113,Bahrain,1178
20 December 2018,114,Zimbabwe,1175
20 December 2018,115,Sierra Leone,1172
20 December 2018,116,Philippines,1171
20 December 2018,117,Mozambique,1167
20 December 2018,118,Thailand,1160
20 December 2018,119,Kazakhstan,1159
20 December 2018,120,Tajikistan,1158
20 December 2018,120,Guinea-Bissau,1158
20 December 2018,122,New Zealand,1157
20 December 2018,123,Togo,1136
20 December 2018,124,Chinese Taipei,1134
20 December 2018,125,Angola,1131
20 December 2018,126,Antigua and Barbuda,1126
20 December 2018,127,Sudan,1120
20 December 2018,127,Turkmenistan,1120
20 December 2018,129,Nicaragua,1119
20 December 2018,130,Malawi,1115
20 December 2018,131,Kosovo,1113
20 December 2018,132,Latvia,1112
20 December 2018,133,Andorra,1111
20 December 2018,133,Lithuania,1111
20 December 2018,135,Yemen,1106
20 December 2018,136,St. Kitts and Nevis,1105
20 December 2018,137,Rwanda,1094
20 December 2018,138,Tanzania,1087
20 December 2018,139,Myanmar,1085
20 December 2018,139,Burundi,1085
20 December 2018,141,Hong Kong,1078
20 December 2018,141,Swaziland,1078
20 December 2018,143,Comoros,1076
20 December 2018,144,Solomon Islands,1073
20 December 2018,145,Botswana,1071
20 December 2018,146,Lesotho,1069
20 December 2018,147,Afghanistan,1068
20 December 2018,148,Equatorial Guinea,1063
20 December 2018,149,Guatemala,1061
20 December 2018,150,Liberia,1051
20 December 2018,151,Ethiopia,1049
20 December 2018,152,Maldives,1046
20 December 2018,153,Suriname,1037
20 December 2018,154,Dominican Republic,1036
20 December 2018,154,New Caledonia,1036
20 December 2018,156,Mauritius,1022
20 December 2018,157,Tahiti,1020
20 December 2018,158,Kuwait,1018
20 December 2018,159,Indonesia,1003
20 December 2018,160,Belize,1002
20 December 2018,161,Nepal,1001
20 December 2018,162,Barbados,998
20 December 2018,163,Vanuatu,996
20 December 2018,164,South Sudan,994
20 December 2018,165,Singapore,991
20 December 2018,166,Gambia,986
20 December 2018,167,Malaysia,985
20 December 2018,168,Papua New Guinea,984
20 December 2018,169,Fiji,981
20 December 2018,170,Moldova,979
20 December 2018,171,St. Lucia,976
20 December 2018,172,Cambodia,970
20 December 2018,173,Grenada,968
20 December 2018,174,Cuba,963
20 December 2018,175,Chad,956
20 December 2018,176,Bermuda,952
20 December 2018,177,Guyana,951
20 December 2018,178,Dominica,950
20 December 2018,179,Puerto Rico,948
20 December 2018,180,St. Vincent / Grenadines,946
20 December 2018,181,Liechtenstein,937
20 December 2018,182,Malta,926
20 December 2018,183,Macau,925
20 December 2018,184,Laos,923
20 December 2018,185,Sao Tome e Principe,920
20 December 2018,186,Bhutan,917
20 December 2018,187,Aruba,916
20 December 2018,188,Mongolia,915
20 December 2018,189,Seychelles,911
20 December 2018,190,Cook Islands,908
20 December 2018,190,American Samoa,908
20 December 2018,192,Guam,907
20 December 2018,192,Bangladesh,907
20 December 2018,194,Gibraltar,905
20 December 2018,195,Brunei Darussalam,903
20 December 2018,196,Timor-Leste,900
20 December 2018,197,Samoa,896
20 December 2018,197,Djibouti,896
20 December 2018,199,Pakistan,888
20 December 2018,200,Montserrat,887
20 December 2018,201,Sri Lanka,886
20 December 2018,202,US Virgin Islands,881
20 December 2018,203,Cayman Islands,874
20 December 2018,204,Tonga,868
20 December 2018,204,Eritrea,868
20 December 2018,204,Somalia,868
20 December 2018,207,British Virgin Islands,867
20 December 2018,208,Turks and Caicos Islands,864
20 December 2018,208,Anguilla,864
20 December 2018,210,Bahamas,858
20 December 2018,211,San Marino,854
07 February 2019,1,Belgium,1727
07 February 2019,2,France,1726
07 February 2019,3,Brazil,1676
07 February 2019,4,Croatia,1634
07 February 2019,5,England,1631
07 February 2019,6,Portugal,1614
07 February 2019,7,Uruguay,1609
07 February 2019,8,Switzerland,1599
07 February 2019,9,Spain,1591
07 February 2019,10,Denmark,1589
07 February 2019,11,Argentina,1582
07 February 2019,12,Colombia,1575
07 February 2019,13,Chile,1565
07 February 2019,14,Sweden,1560
07 February 2019,14,Netherlands,1560
07 February 2019,16,Germany,1558
07 February 2019,17,Mexico,1540
07 February 2019,18,Italy,1539
07 February 2019,19,Wales,1525
07 February 2019,20,Poland,1518
07 February 2019,20,Peru,1518
07 February 2019,22,IR Iran,1516
07 February 2019,23,Austria,1509
07 February 2019,24,Senegal,1505
07 February 2019,25,USA,1501
07 February 2019,25,Romania,1501
07 February 2019,27,Japan,1495
07 February 2019,28,Tunisia,1493
07 February 2019,29,Slovakia,1483
07 February 2019,30,Ukraine,1482
07 February 2019,31,Serbia,1481
07 February 2019,32,Venezuela,1478
07 February 2019,33,Paraguay,1476
07 February 2019,34,Republic of Ireland,1474
07 February 2019,35,Bosnia and Herzegovina,1472
07 February 2019,36,Northern Ireland,1465
07 February 2019,37,Costa Rica,1461
07 February 2019,38,Korea Republic,1451
07 February 2019,38,Iceland,1451
07 February 2019,40,Scotland,1446
07 February 2019,41,Turkey,1443
07 February 2019,42,Australia,1441
07 February 2019,43,Morocco,1440
07 February 2019,44,Czech Republic,1435
07 February 2019,45,Greece,1428
07 February 2019,46,Nigeria,1427
07 February 2019,46,Montenegro,1427
07 February 2019,48,Bulgaria,1425
07 February 2019,48,Norway,1425
07 February 2019,50,Russia,1424
07 February 2019,51,Congo DR,1420
07 February 2019,52,Hungary,1412
07 February 2019,52,Ghana,1412
07 February 2019,54,Jamaica,1404
07 February 2019,55,Qatar,1398
07 February 2019,56,Cameroon,1394
07 February 2019,57,Egypt,1393
07 February 2019,58,Ecuador,1382
07 February 2019,59,Finland,1375
07 February 2019,60,Bolivia,1374
07 February 2019,61,Albania,1372
07 February 2019,62,Burkina Faso,1371
07 February 2019,63,Slovenia,1369
07 February 2019,63,Honduras,1369
07 February 2019,65,Mali,1363
07 February 2019,66,Côte d'Ivoire,1356
07 February 2019,67,United Arab Emirates,1355
07 February 2019,68,Guinea,1354
07 February 2019,69,Algeria,1349
07 February 2019,70,Saudi Arabia,1344
07 February 2019,71,FYR Macedonia,1343
07 February 2019,72,China PR,1339
07 February 2019,73,El Salvador,1327
07 February 2019,74,South Africa,1325
07 February 2019,74,Cape Verde Islands,1325
07 February 2019,76,Panama,1324
07 February 2019,77,Uganda,1320
07 February 2019,78,Belarus,1317
07 February 2019,79,Canada,1314
07 February 2019,80,Iraq,1310
07 February 2019,81,Curacao,1306
07 February 2019,82,Zambia,1292
07 February 2019,83,Syria,1286
07 February 2019,84,Congo,1280
07 February 2019,85,Lebanon,1277
07 February 2019,85,Gabon,1277
07 February 2019,87,Luxembourg,1276
07 February 2019,87,Cyprus,1276
07 February 2019,89,Uzbekistan,1275
07 February 2019,90,Oman,1273
07 February 2019,91,Georgia,1269
07 February 2019,92,Israel,1265
07 February 2019,93,Trinidad and Tobago,1260
07 February 2019,94,Benin,1257
07 February 2019,95,Kyrgyz Republic,1253
07 February 2019,96,Estonia,1246
07 February 2019,97,Faroe Islands,1238
07 February 2019,97,Jordan,1238
07 February 2019,99,Vietnam,1227
07 February 2019,100,Palestine,1224
07 February 2019,101,Mauritania,1222
07 February 2019,101,Armenia,1222
07 February 2019,103,India,1219
07 February 2019,103,Haiti,1219
07 February 2019,105,Libya,1217
07 February 2019,106,Kenya,1210
07 February 2019,107,Madagascar,1209
07 February 2019,108,Azerbaijan,1206
07 February 2019,109,Niger,1205
07 February 2019,110,Namibia,1191
07 February 2019,111,Bahrain,1188
07 February 2019,112,Central African Republic,1180
07 February 2019,113,Zimbabwe,1175
07 February 2019,114,Sierra Leone,1172
07 February 2019,115,Thailand,1169
07 February 2019,116,Mozambique,1167
07 February 2019,117,Kazakhstan,1159
07 February 2019,118,Guinea-Bissau,1158
07 February 2019,119,New Zealand,1157
07 February 2019,120,Tajikistan,1155
07 February 2019,121,Korea DPR,1152
07 February 2019,122,Togo,1136
07 February 2019,123,Philippines,1135
07 February 2019,124,Chinese Taipei,1134
07 February 2019,125,Angola,1131
07 February 2019,126,Antigua and Barbuda,1126
07 February 2019,127,Sudan,1120
07 February 2019,128,Nicaragua,1119
07 February 2019,129,Malawi,1115
07 February 2019,130,Kosovo,1113
07 February 2019,131,Latvia,1112
07 February 2019,132,Andorra,1111
07 February 2019,132,Lithuania,1111
07 February 2019,134,St. Kitts and Nevis,1105
07 February 2019,135,Rwanda,1094
07 February 2019,136,Turkmenistan,1089
07 February 2019,137,Tanzania,1087
07 February 2019,138,Myanmar,1085
07 February 2019,138,Burundi,1085
07 February 2019,140,Swaziland,1078
07 February 2019,140,Hong Kong,1078
07 February 2019,142,Comoros,1076
07 February 2019,143,Yemen,1073
07 February 2019,143,Solomon Islands,1073
07 February 2019,145,Botswana,1071
07 February 2019,146,Lesotho,1069
07 February 2019,147,Afghanistan,1066
07 February 2019,148,Equatorial Guinea,1063
07 February 2019,149,Guatemala,1061
07 February 2019,150,Liberia,1051
07 February 2019,151,Ethiopia,1049
07 February 2019,152,Maldives,1046
07 February 2019,153,Suriname,1037
07 February 2019,154,Dominican Republic,1036
07 February 2019,154,New Caledonia,1036
07 February 2019,156,Mauritius,1022
07 February 2019,157,Tahiti,1020
07 February 2019,158,Kuwait,1018
07 February 2019,159,Indonesia,1003
07 February 2019,160,Belize,1002
07 February 2019,161,Nepal,1001
07 February 2019,162,Barbados,998
07 February 2019,163,Vanuatu,996
07 February 2019,164,South Sudan,994
07 February 2019,165,Singapore,991
07 February 2019,166,Gambia,986
07 February 2019,167,Malaysia,985
07 February 2019,168,Papua New Guinea,984
07 February 2019,169,Fiji,981
07 February 2019,170,Moldova,979
07 February 2019,171,St. Lucia,976
07 February 2019,172,Cambodia,970
07 February 2019,173,Grenada,968
07 February 2019,174,Cuba,963
07 February 2019,175,Chad,956
07 February 2019,176,Bermuda,952
07 February 2019,177,Guyana,951
07 February 2019,178,Dominica,950
07 February 2019,179,Puerto Rico,948
07 February 2019,180,St. Vincent / Grenadines,946
07 February 2019,181,Liechtenstein,937
07 February 2019,182,Malta,926
07 February 2019,183,Macau,925
07 February 2019,184,Laos,923
07 February 2019,185,Sao Tome e Principe,920
07 February 2019,186,Bhutan,917
07 February 2019,187,Aruba,916
07 February 2019,188,Mongolia,915
07 February 2019,189,Seychelles,911
07 February 2019,190,Cook Islands,908
07 February 2019,190,American Samoa,908
07 February 2019,192,Guam,907
07 February 2019,192,Bangladesh,907
07 February 2019,194,Gibraltar,905
07 February 2019,195,Brunei Darussalam,903
07 February 2019,196,Timor-Leste,900
07 February 2019,197,Samoa,896
07 February 2019,197,Djibouti,896
07 February 2019,199,Pakistan,888
07 February 2019,200,Montserrat,887
07 February 2019,201,Sri Lanka,886
07 February 2019,202,US Virgin Islands,881
07 February 2019,203,Cayman Islands,874
07 February 2019,204,Tonga,868
07 February 2019,204,Somalia,868
07 February 2019,204,Eritrea,868
07 February 2019,207,British Virgin Islands,867
07 February 2019,208,Turks and Caicos Islands,864
07 February 2019,208,Anguilla,864
07 February 2019,210,Bahamas,858
07 February 2019,211,San Marino,854
04 April 2019,1,Belgium,1737
04 April 2019,2,France,1734
04 April 2019,3,Brazil,1676
04 April 2019,4,England,1647
04 April 2019,5,Croatia,1621
04 April 2019,6,Uruguay,1613
04 April 2019,7,Portugal,1607
04 April 2019,8,Switzerland,1604
04 April 2019,9,Spain,1601
04 April 2019,10,Denmark,1586
04 April 2019,11,Argentina,1580
04 April 2019,12,Colombia,1573
04 April 2019,13,Germany,1570
04 April 2019,14,Sweden,1567
04 April 2019,15,Chile,1559
04 April 2019,16,Netherlands,1554
04 April 2019,17,Italy,1550
04 April 2019,18,Mexico,1549
04 April 2019,19,Wales,1539
04 April 2019,20,Poland,1535
04 April 2019,21,Peru,1516
04 April 2019,21,IR Iran,1516
04 April 2019,23,Senegal,1515
04 April 2019,24,USA,1506
04 April 2019,25,Romania,1496
04 April 2019,26,Japan,1494
04 April 2019,27,Ukraine,1493
04 April 2019,28,Tunisia,1491
04 April 2019,29,Serbia,1484
04 April 2019,29,Venezuela,1484
04 April 2019,29,Republic of Ireland,1484
04 April 2019,32,Slovakia,1482
04 April 2019,33,Northern Ireland,1481
04 April 2019,34,Austria,1479
04 April 2019,35,Bosnia and Herzegovina,1478
04 April 2019,36,Paraguay,1467
04 April 2019,37,Korea Republic,1462
04 April 2019,38,Costa Rica,1458
04 April 2019,39,Turkey,1457
04 April 2019,40,Iceland,1450
04 April 2019,41,Australia,1441
04 April 2019,42,Nigeria,1435
04 April 2019,43,Greece,1433
04 April 2019,44,Scotland,1430
04 April 2019,45,Morocco,1429
04 April 2019,46,Congo DR,1425
04 April 2019,46,Russia,1425
04 April 2019,48,Czech Republic,1424
04 April 2019,49,Ghana,1423
04 April 2019,50,Norway,1420
04 April 2019,51,Bulgaria,1419
04 April 2019,51,Hungary,1419
04 April 2019,51,Montenegro,1419
04 April 2019,54,Cameroon,1399
04 April 2019,55,Qatar,1398
04 April 2019,56,Jamaica,1391
04 April 2019,57,Egypt,1384
04 April 2019,58,Burkina Faso,1380
04 April 2019,59,Ecuador,1378
04 April 2019,60,Finland,1375
04 April 2019,61,Honduras,1369
04 April 2019,62,Albania,1368
04 April 2019,63,Slovenia,1366
04 April 2019,63,Bolivia,1366
04 April 2019,65,Mali,1365
04 April 2019,65,Côte d'Ivoire,1365
04 April 2019,67,United Arab Emirates,1360
04 April 2019,68,FYR Macedonia,1350
04 April 2019,68,Guinea,1350
04 April 2019,70,Algeria,1348
04 April 2019,71,El Salvador,1344
04 April 2019,72,Saudi Arabia,1342
04 April 2019,73,South Africa,1335
04 April 2019,74,Panama,1327
04 April 2019,74,China PR,1327
04 April 2019,76,Cape Verde Islands,1319
04 April 2019,76,Iraq,1319
04 April 2019,78,Canada,1314
04 April 2019,79,Uganda,1302
04 April 2019,79,Zambia,1302
04 April 2019,81,Belarus,1301
04 April 2019,82,Curacao,1296
04 April 2019,83,Syria,1286
04 April 2019,84,Israel,1285
04 April 2019,85,Uzbekistan,1279
04 April 2019,86,Luxembourg,1277
04 April 2019,86,Lebanon,1277
04 April 2019,86,Oman,1277
04 April 2019,89,Cyprus,1276
04 April 2019,90,Gabon,1272
04 April 2019,91,Benin,1267
04 April 2019,92,Congo,1265
04 April 2019,93,Trinidad and Tobago,1258
04 April 2019,94,Georgia,1256
04 April 2019,95,Kyrgyz Republic,1253
04 April 2019,96,Estonia,1240
04 April 2019,97,Jordan,1229
04 April 2019,98,Vietnam,1227
04 April 2019,99,Palestine,1224
04 April 2019,100,Haiti,1223
04 April 2019,101,India,1219
